,id,latitude,longitude,price
2295,10509743,38.74803,-9.14357,148.0
2296,10516406,38.79634,-9.38941,74.0
2297,10531209,38.72042,-9.12834,134.0
2298,10050437,38.71733,-9.14644,81.0
2299,10058497,38.72355,-9.14629,62.0
2300,10063096,38.71682,-9.14967,93.0
2302,10083184,38.70865,-9.14659,131.0
2303,10100234,38.71079,-9.14995,104.0
2304,10103511,38.75652,-9.13837,51.0
2305,10104462,38.71247,-9.14548,131.0
2306,10538122,38.70496,-9.19864,73.0
2307,10547666,38.96243,-9.41863,130.0
2308,10557412,38.69647,-9.42224,108.0
2310,10582395,38.71485,-9.15226,123.0
2311,10596283,38.7294,-9.13153,52.0
2312,10172447,38.71166,-9.12727,182.0
2313,10176371,38.7157,-9.25444,64.0
2314,10183622,38.715611,-9.138747,94.0
2315,10189070,38.71559,-9.15015,103.0
2316,10203844,38.73321,-9.13361,152.0
2317,10223281,38.69848,-9.42271,161.0
2318,10228529,38.709892,-9.136024,128.0
2319,10247964,38.71057,-9.12821,142.0
2320,10251105,38.72004,-9.13007,62.0
2321,10602298,38.75668,-9.13867,69.0
2322,10605617,38.75608,-9.14038,62.0
2323,10614768,38.72316,-9.14522,45.0
2325,10624633,38.70841,-9.12953,111.0
2326,10630889,38.70253,-9.24405,275.0
2329,10293333,38.72123718261719,-9.1274995803833,132.0
2330,10310504,38.71757,-9.15498,133.0
2331,10314317,38.72325,-9.14557,52.0
2333,10362204,38.71393,-9.14684,160.0
2334,10630926,38.70962,-9.17254,36.0
2335,10642654,38.74524,-9.17631,55.0
2338,10663720,38.75616,-9.14039,62.0
2339,10665119,39.1729944,-9.3542102,60.0
2340,10690690,39.27311,-9.28125,334.0
2341,10362958,38.68796,-9.30922,92.0
2342,10363729,38.709549,-9.12963,160.0
2343,10364370,38.71375,-9.14261,78.0
2344,10378456,38.71001,-9.14418,67.0
2346,10382345,38.80574,-9.43602,68.0
2347,10397293,38.71537,-9.1331,72.0
2348,10398830,38.97903,-9.41215,140.0
2349,10693618,38.74705,-9.13126,83.0
2350,10693795,38.74728,-9.13261,87.0
2351,10693945,38.74693,-9.13308,85.0
2352,10699015,38.70458,-9.17742,119.0
2354,10400461,38.71629,-9.13549,119.0
2355,10401083,38.70915,-9.15416,95.0
2356,10401552,38.69674,-9.37746,100.0
2357,10402101,38.71271,-9.13766,86.0
2358,10406230,38.71167,-9.12944,56.0
2359,10410746,38.71265,-9.1457,84.0
2361,10714278,38.71447,-9.12429,70.0
2362,10726781,38.73093,-9.14877,41.0
2365,10740124,38.71377,-9.12502,61.0
2366,10740395,38.70917,-9.40972,165.0
2367,10745490,38.70921,-9.40952,750.0
2368,10746068,38.70716,-9.41081,132.0
2369,10413844,38.99994,-9.40673,133.0
2370,10413859,38.71987,-9.13374,80.0
2371,10414091,39.00022,-9.40426,109.0
2372,10419816,39.08254,-9.11202,117.0
2373,10422140,38.71316,-9.14147,81.0
2375,11019217,38.70894,-9.15307,86.0
2376,11027255,38.801,-9.41323,320.0
2377,10778912,38.70748,-9.45824,126.0
2378,10779907,38.71069,-9.14404,62.0
2379,10780471,38.71052,-9.1444,58.0
2380,10787365,38.71429,-9.14105,103.0
2381,10827632,38.97227,-9.41208,60.0
2382,10833278,38.71706,-9.13455,95.0
2383,11028551,38.71528,-9.15431,140.0
2384,11032623,38.69404,-9.37084,87.0
2385,11035340,38.72609,-9.14459,73.0
2386,11036411,38.72529,-9.1442,64.0
2387,11043404,38.71171,-9.1458,31.0
2389,11058290,38.71489,-9.1336,24.0
2390,11098638,38.7607083888625,-9.182309400766105,82.0
2392,10868362,38.75962,-9.16493,18.0
2393,10868571,38.69787,-9.42326,180.0
2394,10880059,38.6974,-9.4251,200.0
2395,10880903,38.96335,-9.41639,31.0
2396,10881646,38.96335,-9.41638,33.0
2397,10881875,38.71308,-9.14146,111.0
2398,10882047,38.96335,-9.41639,28.0
2399,10882929,38.7131,-9.14144,40.0
2400,10901537,38.70946,-9.16171,597.0
2401,11101231,38.71902,-9.15373,240.0
2402,11101369,38.71323,-9.14166,99.0
2403,11115568,38.960808,-9.414604,230.0
2404,11117736,38.91739,-9.27031,70.0
2405,11120737,38.69692,-9.20201,42.0
2406,11131516,38.71795,-9.12628,65.0
2407,11138153,38.71057,-9.13696,250.0
2408,11147110,38.72816,-9.15706,75.0
2409,11151531,38.71963,-9.13287,121.0
2410,10902917,38.7364,-9.14426,39.0
2411,10918777,38.71309,-9.14431,145.0
2412,10919044,38.96963,-9.41978,140.0
2414,10937843,38.71246,-9.12366,189.0
2415,10939204,38.71239,-9.1435,115.0
2416,10944578,38.71334,-9.14234,97.0
2417,10946099,38.7326563,-9.1369578,139.0
2418,10967969,38.72108,-9.14458,86.0
2419,11152708,38.71869,-9.15962,82.0
2420,11154375,38.71344,-9.13897,109.0
2421,11160174,38.71215,-9.12961,84.0
2422,11164977,38.76847,-9.09658,207.0
2423,11165976,38.73147,-9.13464,90.0
2424,11166510,38.73151,-9.13459,71.0
2425,11180408,38.72037,-9.134,84.0
2426,11180616,38.71699,-9.13779,77.0
2427,11181452,38.71678,-9.13913,77.0
2428,11002241,38.71003,-9.136,108.0
2429,11003002,38.68311,-9.34226,155.0
2430,11004075,38.71118,-9.13788,92.0
2432,11487717,38.69894,-9.42301,55.0
2433,11489356,38.72232,-9.13475,270.0
2434,11489576,38.72038,-9.1235,88.0
2435,11183106,38.95895,-9.41506,77.0
2436,11198694,38.70817,-9.40963,42.0
2438,11225483,38.7123,-9.14353,135.0
2439,11235071,38.71097,-9.13198,157.0
2440,11240409,38.96898,-9.41898,45.0
2441,11241955,38.71911,-9.1428,49.0
2443,11489731,38.70999,-9.15197,54.0
2444,11490130,38.69802,-9.44011,126.0
2445,11491973,38.71445,-9.14432,634.0
2446,11495143,38.699485778808594,-9.267870903015137,80.0
2447,11500700,38.72121,-9.12355,69.0
2450,11253708,38.71138,-9.12837,136.0
2451,11267287,38.70863,-9.13844,79.0
2452,11267857,39.02077,-9.13085,165.0
2454,11273694,38.931198,-9.393701,234.0
2455,11293056,38.71545,-9.12284,49.0
2456,11293457,38.71069,-9.13201,167.0
2458,11517703,38.71352,-9.12561,69.0
2459,11524006,38.97357,-9.41334,42.0
2461,11549488,39.14285,-9.37393,93.0
2462,11560731,38.73584365844727,-9.15075397491455,32.0
2463,11295137,38.71244,-9.14352,84.0
2464,11301317,38.73267,-9.13192,71.0
2465,11329026,38.71309,-9.14431,124.0
2466,11337562,38.71471,-9.14446,89.0
2467,11337716,38.71447,-9.14502,98.0
2468,11338090,38.71407,-9.14711,98.0
2469,11341804,38.74696,-9.21823,90.0
2470,11347725,38.95757,-9.41093,63.0
2471,11562247,38.71066,-9.13957,119.0
2472,11571786,38.73371,-9.12946,33.0
2474,11582570,38.773994,-9.09765,136.0
2475,11583732,38.73584,-9.15075,36.0
2476,11584607,38.73584,-9.15075,32.0
2477,11585208,38.73584,-9.15075,28.0
2479,11585911,38.73584,-9.15075,28.0
2480,11352672,38.71185,-9.13043,50.0
2481,11372304,38.71153,-9.1376,164.0
2482,11388429,38.71257,-9.15142,72.0
2483,11392952,38.71177,-9.14743,100.0
2485,11411443,38.71249,-9.12731,77.0
2486,11414196,38.71148,-9.13762,180.0
2487,11415263,38.70082,-9.20266,45.0
2488,11447666,38.71496,-9.15225,79.0
2489,11586158,38.73584,-9.15075,32.0
2490,11586213,38.84233,-9.42506,81.0
2491,11589912,38.71018,-9.13637,120.0
2492,11596194,38.72114,-9.14379,81.0
2493,11602183,38.70789,-9.14444,105.0
2494,11602195,38.73551,-9.14259,99.0
2495,11450694,38.99966,-9.40561,96.0
2496,11453884,38.70933,-9.1468,150.0
2497,11454244,38.99779,-9.40377,97.0
2498,11456031,38.74317,-9.14784,71.0
2499,11467143,38.70221,-9.42175,77.0
2500,11474530,38.83178,-9.46532,195.0
2501,11484807,38.72039,-9.15739,116.0
2502,11485919,38.992,-9.39826,200.0
2503,11603295,38.73639,-9.14499,85.0
2504,11607934,38.71677,-9.13488,91.0
2506,11615076,38.773701,-9.12167,33.0
2507,11615559,38.79767,-9.47949,90.0
2508,11616083,38.79819,-9.48106,90.0
2509,11616312,38.7971,-9.47945,198.0
2510,11628713,38.71448,-9.13032,198.0
2511,11636305,38.9735,-9.41334,42.0
2512,11646880,38.72701,-9.14593,37.0
2513,11651280,38.72458,-9.13526,177.0
2514,11487342,38.73914,-9.12903,102.0
2515,11740140,38.73023,-9.12927,32.0
2516,11748860,39.01276,-9.40356,115.0
2517,11752331,38.79464,-9.37547,134.0
2518,11757630,38.77469,-9.09543,360.0
2519,11770991,38.71038,-9.127,180.0
2520,11771014,38.72437,-9.25,130.0
2521,11775611,38.77396307481194,-9.097671123674894,254.0
2522,11651698,38.73584,-9.15075,350.0
2523,11652498,38.73075,-9.12965,29.0
2524,11654173,38.96831,-9.4111,76.0
2525,11655950,38.72051,-9.12552,48.0
2527,11666707,38.709693908691406,-9.1348237991333,147.0
2529,11674924,38.72073,-9.12498,50.0
2530,11775937,38.77396307481194,-9.097671123674894,371.0
2531,11782735,38.9686279296875,-9.414657592773438,494.0
2532,11784393,38.70917,-9.14555,81.0
2533,11786571,38.71132,-9.13068,111.0
2534,11788047,38.73106,-9.13963,285.0
2535,11791661,39.17665,-9.35344,130.0
2536,11796928,38.72356,-9.13574,63.0
2537,11810830,38.7215,-9.13523,54.0
2538,11814076,38.697002,-9.44112,246.0
2539,11676371,38.71863,-9.12868,76.0
2540,11678189,38.71413,-9.15083,60.0
2541,11683418,38.80408,-9.38044,77.0
2542,11684379,38.69955,-9.2039,45.0
2544,11689624,38.71573,-9.13761,167.0
2545,11690267,38.71766,-9.15684,56.0
2546,11815076,38.72095,-9.13335,101.0
2547,11815166,38.78461,-9.38174,517.0
2548,11822141,38.71696,-9.13472,58.0
2549,11822423,38.72212,-9.1514,104.0
2550,11832717,38.7193,-9.13797,230.0
2551,11834766,38.79443,-9.40174,655.0
2552,11835069,38.81467,-9.39166,51.0
2553,11839274,38.718055725097656,-9.163915634155272,64.0
2554,11840183,38.7113,-9.13071,288.0
2555,11694306,38.69373,-9.35016,97.0
2556,11696650,38.71008,-9.14982,52.0
2557,11696835,38.69693,-9.42493,118.0
2559,11706638,38.71911239624024,-9.127918243408203,108.0
2560,11706668,38.7127,-9.12904,143.0
2561,11844164,38.71283,-9.15616,195.0
2562,11844208,38.71359,-9.1517,70.0
2563,11857246,38.72678,-9.15795,46.0
2564,11869402,38.96024,-9.41231,190.0
2565,11871077,38.6973,-9.42663,145.0
2566,11878751,38.7165,-9.13513,143.0
2567,11899879,38.71594,-9.14897,88.0
2568,11904154,38.97511,-9.41738,140.0
2569,11710930,38.74124,-9.14121,45.0
2570,11711299,38.82794,-9.46744,40.0
2571,11713754,38.71118,-9.14704,87.0
2572,11719385,38.765427,-9.15365,90.0
2573,11725092,38.72961,-9.14765,148.0
2574,11732278,38.76278,-9.1552,35.0
2575,11735307,38.72415,-9.14506,80.0
2577,11909632,38.71108,-9.13064,121.0
2585,11737835,38.81363,-9.36217,28.0
2586,12002439,38.71037,-9.15062,52.0
2587,12002579,38.95779,-9.41451,113.0
2588,12003210,38.71465,-9.14895,94.0
2589,12005322,38.71446,-9.14871,77.0
2590,12005482,38.81525,-9.39217,44.0
2591,12015201,38.71212,-9.13785,164.0
2592,12015420,38.70534,-9.40777,33.0
2593,11927151,38.7159,-9.13754,75.0
2594,11927705,38.71707,-9.15006,65.0
2596,11940235,38.71137,-9.13148,101.0
2598,11944724,38.70751,-9.40903,30.0
2600,11946856,38.72394,-9.13524,172.0
2603,12016965,38.79132,-9.40504,173.0
2604,12018301,38.70604,-9.44377,120.0
2605,12020500,38.71204,-9.13796,145.0
2606,12020694,38.71269,-9.13296,108.0
2607,12021978,38.71122,-9.13292,115.0
2611,11965173,38.71454,-9.14429,575.0
2612,11966202,39.26741,-9.32961,120.0
2614,11969589,38.96527,-9.41744,200.0
2615,11970816,38.96528,-9.41743,300.0
2617,11981385,38.81589,-9.39264,45.0
2618,12026870,38.7137,-9.1365,42.0
2620,12036061,38.96583,-9.41846,145.0
2622,12041761,38.71456,-9.13541,50.0
2624,12060593,38.72888,-9.1632,90.0
2625,12061704,38.708,-9.15616,81.0
2626,12062146,38.71388,-9.15526,73.0
2627,11985569,38.71184,-9.14454,70.0
2628,11988566,38.81435,-9.39293,46.0
2629,11988974,38.81622,-9.39312,46.0
2630,11989677,38.96527,-9.41742,210.0
2631,11990176,38.96527,-9.41743,299.0
2632,11996079,38.71242,-9.14611,63.0
2633,11998266,38.71079,-9.13052,84.0
2634,12001030,38.71732,-9.14893,70.0
2635,12266069,38.71061,-9.15112,46.0
2636,12064934,38.71654,-9.14557,110.0
2637,12068680,38.72878,-9.16319,90.0
2639,12088782,38.7742,-9.15145,119.0
2640,12088943,38.72007,-9.12611,64.0
2641,12090082,38.7945,-9.38367,33.0
2642,12090299,38.70904,-9.15794,124.0
2643,12267530,38.94497,-9.41122,90.0
2644,12268187,38.71046,-9.14641,94.0
2645,12280329,38.71682,-9.12084,428.0
2647,12289333,38.96273,-9.41589,74.0
2648,12291564,38.69796,-9.37475,137.0
2649,12304708,39.11923,-9.37086,187.0
2650,12305206,38.7187,-9.13406,80.0
2651,12098219,38.73218,-9.15367,350.0
2652,12103303,38.73141,-9.1335,145.0
2654,12108246,38.71022,-9.14677,257.0
2655,12113802,38.71024,-9.14676,237.0
2656,12120441,39.23513,-9.33198,62.0
2657,12121141,38.722,-9.15227,31.0
2658,12123095,38.71054,-9.15088,69.0
2659,12128634,38.73165,-9.13395,102.0
2660,12132857,38.72563,-9.14279,270.0
2661,12132970,38.70906,-9.15594,68.0
2663,12315976,38.70619,-9.41043,95.0
2664,12318178,38.71072,-9.14832,58.0
2665,12323998,38.71302,-9.15979,80.0
2666,12342155,38.71518,-9.14618,144.0
2667,12343027,39.13915,-9.37888,146.0
2668,12354462,38.74033,-9.13359,90.0
2669,12355801,38.71782,-9.14661,85.0
2670,12356487,38.70024,-9.20442,129.0
2671,12133236,38.70988,-9.15456,60.0
2672,12134830,38.72946,-9.15805,50.0
2673,12142534,38.71435,-9.43561,220.0
2674,12145357,38.89479,-9.31923,86.0
2675,12146054,38.71538,-9.14535,119.0
2676,12149173,38.70717,-9.15165,158.0
2678,12155319,38.71521,-9.12411,75.0
2679,12155462,38.71407,-9.12515,99.0
2681,12360800,38.69725,-9.37773,885.0
2683,12375453,38.80236,-9.38074,18.0
2685,12383792,38.72067,-9.1352,87.0
2686,12385588,38.97313,-9.41766,137.0
2687,12390823,38.77182,-9.10346,102.0
2688,12393329,38.70989,-9.1369,257.0
2690,12165069,39.132,-9.37789,43.0
2692,12206393,38.71602,-9.13288,68.0
2693,12224234,38.7176,-9.12808,74.0
2694,12226210,38.71146,-9.14105,280.0
2695,12229531,38.73407,-9.14993,67.0
2696,12229719,39.2345,-9.33124,62.0
2697,12394219,38.70989,-9.1369,479.0
2699,12401436,38.71646,-9.13945,122.0
2700,12407488,38.715767,-9.138394,116.0
2701,12416719,38.71034,-9.15929,81.0
2702,12431006,38.71129,-9.12883,561.0
2704,12443419,38.696998596191406,-9.429398536682127,118.0
2705,12231306,38.72918,-9.15801,51.0
2706,12236845,38.71479,-9.13864,78.0
2707,12237676,38.8967,-9.31909,117.0
2708,12238296,38.97427,-9.41693,270.0
2709,12238668,38.89644,-9.31954,135.0
2710,12240939,38.7922,-9.44885,68.0
2711,12244165,38.73641,-9.1507,114.0
2712,12449686,38.70978,-9.15024,114.0
2713,12457479,38.7041,-9.40994,50.0
2714,12459756,38.80213553095406,-9.38647762956018,252.0
2715,12462419,38.79631,-9.39226,53.0
2716,12467088,38.96778,-9.41403,59.0
2717,12467894,38.98045,-9.364,80.0
2718,12468891,38.70748,-9.15476,149.0
2719,12471282,38.71729,-9.14477,270.0
2720,12245568,38.71489,-9.13358,66.0
2721,12246578,38.71276,-9.14408,108.0
2722,12249440,38.71364,-9.37221,94.0
2723,12259314,38.71446,-9.13754,171.0
2724,12264524,38.78428,-9.26397,360.0
2726,12478934,38.71291,-9.12472,95.0
2727,12479682,38.96963,-9.41339,58.0
2728,12483517,38.77828,-9.10368,70.0
2729,12483668,38.96936,-9.41275,53.0
2730,12484987,38.96998,-9.41492,62.0
2731,12487024,38.96964,-9.41525,21.0
2732,12488863,38.96955,-9.41507,20.0
2733,12489683,38.80357,-9.38034,43.0
2734,12490141,38.80213,-9.38232,41.0
2735,12265447,38.96796,-9.4157,58.0
2737,12589469,38.71363,-9.15104,67.0
2738,12597668,38.7975,-9.46968,110.0
2740,12599257,38.96865,-9.41825,58.0
2741,12600666,38.71545,-9.1523,71.0
2742,12602153,38.71987,-9.14282,159.0
2743,12508617,38.7314,-9.14849,57.0
2744,12508672,38.71312,-9.1443,143.0
2745,12508868,38.71031,-9.15071,95.0
2746,12517076,38.71025,-9.14778,59.0
2747,12519215,38.69381,-9.29695,73.0
2748,12533315,38.78331,-9.09862,65.0
2749,12535147,38.70826,-9.14584,180.0
2750,12537150,38.7118,-9.13868,131.0
2752,12605334,38.70805,-9.1507,68.0
2753,12606164,38.73205,-9.13065,90.0
2754,12607056,38.81103,-9.43329,750.0
2755,12611204,38.723,-9.14031,570.0
2756,12541674,38.73509334575635,-9.135518945377983,85.0
2757,12543111,38.7108,-9.14476,69.0
2759,12553379,39.13587,-9.00309,226.0
2761,12566444,38.71184,-9.14454,88.0
2762,12566763,38.7164,-9.13739,123.0
2763,12615617,38.72364,-9.13046,69.0
2764,12635572,38.71147,-9.14444,199.0
2765,12641151,38.71947,-9.12639,90.0
2766,12648845,38.78166,-9.09336,71.0
2768,12678116,38.71705,-9.13937,51.0
2769,12690266,39.00628,-9.39205,48.0
2770,12691913,38.71248,-9.15063,75.0
2771,12567903,38.75207,-9.22938,30.0
2772,12568081,38.75718,-9.25824,67.0
2773,12913704,38.71993,-9.12426,32.0
2774,12914049,38.71724,-9.1248,83.0
2775,12915282,39.11618,-9.39037,68.0
2776,12916699,38.68918,-9.32186,23.0
2778,12922164,38.92298,-9.41891,143.0
2779,12923357,38.71276,-9.12433,69.0
2782,12701051,38.71669,-9.13177,74.0
2785,12722847,38.746635,-9.13504,36.0
2786,12726178,38.70579,-9.41898,1200.0
2788,12733456,38.73326,-9.12889,49.0
2789,12735806,38.71233,-9.14165,388.0
2790,12931609,38.7112073,-9.1397509,77.0
2791,12939391,38.7295,-9.45002,19.0
2792,12943522,38.71583,-9.14667,168.0
2793,12946501,38.71864,-9.12344,82.0
2794,12947938,38.70989,-9.1369,316.0
2795,12948623,38.70989,-9.1369,295.0
2796,12951815,38.71072,-9.128,68.0
2798,12743998,38.71265,-9.14488,50.0
2799,12756679,38.70989,-9.1369,464.0
2800,12757924,38.8404867,-9.4611868,105.0
2801,12758124,38.70989,-9.1369,347.0
2802,12772262,38.72946,-9.1296,33.0
2803,12953140,38.72194,-9.14853,162.0
2804,12954162,38.69851,-9.19651,126.0
2805,12962851,38.73533,-9.45678,81.0
2806,12971037,38.70342,-9.19635,68.0
2807,12971142,38.70362,-9.17894,54.0
2808,12977561,38.77616,-9.09959,76.0
2809,12978728,38.708,-9.15906,170.0
2811,12773184,38.71547,-9.12378,100.0
2812,12774845,38.71319,-9.13453,75.0
2813,12776883,38.69817,-9.194351,114.0
2814,12784345,38.75056,-9.15428,55.0
2815,12787269,38.71665,-9.12363,67.0
2816,12787566,38.71816,-9.13939,89.0
2817,12799511,38.71539,-9.14703,32.0
2818,12802570,38.719383,-9.134242,110.0
2819,12807889,38.72474,-9.12845,90.0
2820,12818497,38.71561,-9.13785,43.0
2821,12983114,38.71157,-9.14417,66.0
2822,12984365,38.7120055,-9.1415602,91.0
2823,12984930,38.712005,-9.14156,91.0
2824,12987434,38.71464035364429,-9.127122515513484,130.0
2825,12988004,38.69711,-9.19502,120.0
2826,12996755,38.70364,-9.22907,109.0
2827,12997308,38.75457,-9.14682,66.0
2829,12824868,38.84985,-9.38172,100.0
2831,12833176,38.71328,-9.14543,50.0
2832,12834027,38.71103,-9.13547,168.0
2833,12840695,38.71367,-9.13215,90.0
2834,12840933,38.72626,-9.13479,252.0
2835,12999312,38.698917,-9.429638,215.0
2836,13004536,38.73083,-9.14849,89.0
2837,13005054,38.729,-9.14813,80.0
2838,13006154,38.71157,-9.1278,73.0
2839,13010122,38.71602,-9.12677,57.0
2840,13011069,38.70917,-9.14543,236.0
2841,13018388,38.72941,-9.14836,89.0
2842,13018572,38.73106,-9.1477,96.0
2843,13018679,38.71583,-9.14667,152.0
2844,12841131,38.711212,-9.139702,180.0
2847,12847660,38.71646,-9.13365,72.0
2848,12848695,38.697853088378906,-9.424674987792969,89.0
2849,12851158,38.710787816986326,-9.171142656059292,108.0
2850,12854795,38.70861,-9.15145,138.0
2851,12866467,38.79857,-9.38948,124.0
2852,13019062,38.71583,-9.14667,142.0
2853,13021853,38.71397,-9.1283,63.0
2854,13024533,38.7084,-9.12907,73.0
2855,13025365,38.70835,-9.14596,196.0
2856,13027755,38.7158,-9.245,104.0
2857,13028727,38.7014,-9.22927,125.0
2858,13029465,38.71714,-9.1241,120.0
2859,13032228,38.71535873413086,-9.133499145507812,235.0
2860,13040692,38.70953369140625,-9.13607406616211,229.0
2861,12866957,38.70635,-9.42904,54.0
2862,12868890,38.710330963134766,-9.145968437194824,95.0
2863,12878478,38.70349,-9.18418,47.0
2864,12881200,38.70779,-9.14517,74.0
2865,12881902,38.72342,-9.13299,240.0
2866,12886892,38.72795,-9.44648,175.0
2867,12896155,38.69304275512695,-9.309443473815918,75.0
2868,13044196,38.71671676635742,-9.121637344360352,43.0
2869,13046233,38.81591,-9.40342,58.0
2870,13046315,38.81642,-9.40322,58.0
2871,13046365,38.81782,-9.40392,58.0
2872,13055012,38.71112823486328,-9.129698753356934,109.0
2873,13056508,38.71377,-9.15291,128.0
2874,13060521,38.72895,-9.16316,92.0
2875,13062193,38.728779,-9.163244,92.0
2876,12904427,38.96219,-9.41567,72.0
2877,12910523,38.71888,-9.1544,100.0
2878,12912082,38.73851,-9.13273,80.0
2879,12912867,38.71348,-9.1411,70.0
2880,12913195,38.75577,-9.09949,78.0
2882,13071267,38.71239,-9.12811,150.0
2883,13073450,38.71165,-9.12879,150.0
2884,13074251,38.95847,-9.36149,180.0
2885,13076986,38.70788,-9.14444,317.0
2886,13077308,38.68547,-9.34557,225.0
2887,13078822,38.71316,-9.12981,81.0
2889,13093290,38.76003,-9.16816,83.0
2890,13122352,38.71641,-9.13755,80.0
2891,13123511,38.7206,-9.13088,54.0
2892,13126144,38.86644,-9.45016,159.0
2894,13129974,38.71066,-9.15018,163.0
2895,13103285,38.71033,-9.15231,85.0
2896,13120919,38.71254,-9.14526,117.0
2897,13122290,38.72692,-9.14573,475.0
2898,13369106,38.71559143066406,-9.150154113769531,96.0
2899,13375238,38.72336,-9.14042,80.0
2900,13376512,39.04262,-9.30205,116.0
2901,13376882,38.71882,-9.15759,72.0
2902,13380841,38.71883,-9.1233,100.0
2904,13140542,38.72643,-9.13307,49.0
2905,13144756,38.71325,-9.13524,94.0
2906,13145999,38.70783,-9.39859,330.0
2907,13151437,38.90865,-9.34014,234.0
2908,13151917,38.7114,-9.16476,82.0
2909,13154554,38.76447,-9.09813,140.0
2910,13154913,38.7998,-9.37665,100.0
2911,13165105,38.70941,-9.15789,117.0
2912,13383087,38.70786,-9.15378,58.0
2913,13384666,38.71072,-9.14631,114.0
2914,13386008,38.71013,-9.15946,61.0
2915,13388392,38.71691,-9.13294,86.0
2916,13390928,38.68933,-9.33921,98.0
2918,13402739,38.815616607666016,-9.387640953063965,100.0
2919,13402799,38.73553,-9.12451,35.0
2920,13183400,38.71959,-9.1374,58.0
2922,13188488,38.71533,-9.15159,86.0
2923,13204462,38.71162,-9.12943,82.0
2924,13216252,38.73447,-9.1507,891.0
2925,13220978,38.72489,-9.13223,121.0
2927,13403420,39.03355,-9.34563,527.0
2928,13409952,38.71632,-9.12197,65.0
2930,13416687,38.71906,-9.13445,78.0
2931,13424449,38.73158,-9.13308,79.0
2932,13429640,38.74362,-9.13539,43.0
2933,13430034,38.71162,-9.12943,81.0
2934,13433549,38.71292,-9.15202,112.0
2935,13223184,38.96191,-9.415725,68.0
2937,13230933,38.71195,-9.13058,82.0
2938,13231767,38.71497,-9.13363,25.0
2940,13233636,39.13821029663086,-9.378405570983888,45.0
2941,13439125,38.73133,-9.13323,74.0
2942,13444882,38.8269,-9.39872,48.0
2944,13460188,38.71255,-9.13659,114.0
2945,13462089,38.71251,-9.124,91.0
2946,13462841,38.74422,-9.14111,134.0
2947,13464873,38.71194,-9.12701,84.0
2948,13467850,38.71468,-9.15341,99.0
2949,13235967,38.6929,-9.42731,204.0
2950,13236855,38.70989,-9.1369,423.0
2951,13245390,38.70989,-9.1369,335.0
2952,13245875,38.72046,-9.14373,184.0
2953,13247678,38.70888,-9.14707,89.0
2954,13247960,38.71586,-9.13295,213.0
2955,13258910,38.79689,-9.39181,88.0
2956,13259448,38.69575,-9.29633,298.0
2957,13471466,38.71552,-9.13457,186.0
2958,13471770,38.70914,-9.13896,100.0
2959,13473382,38.95817,-9.41439,60.0
2960,13474776,38.71982,-9.15891,160.0
2962,13482830,38.71723,-9.13859,90.0
2963,13484667,38.98528,-9.4145,44.0
2965,13488518,38.7004,-9.24646,62.0
2967,13261863,38.71707,-9.13412,100.0
2968,13262356,38.71015,-9.14386,88.0
2969,13263503,38.71603,-9.14063,75.0
2970,13264298,38.98609,-9.41708,113.0
2971,13275397,38.72203,-9.13461,70.0
2972,13279563,38.75707,-9.09575,216.0
2973,13490682,38.72368,-9.14405,35.0
2975,13494596,38.71325,-9.12946,53.0
2976,13495771,38.97541,-9.41622,93.0
2977,13501164,38.70427322387695,-9.395268440246582,94.0
2980,13509370,38.71693,-9.1329,79.0
2981,13279965,38.7749,-9.1198,80.0
2982,13280031,38.71023,-9.13511,30.0
2983,13292214,38.71162,-9.12943,82.0
2984,13293029,38.70928325940423,-9.400863546390394,97.0
2986,13295838,38.71286,-9.15296,62.0
2987,13511330,38.76847,-9.09658,204.0
2988,13518268,38.70973,-9.13113,75.0
2989,13520191,38.71449,-9.14775,61.0
2990,13522354,38.71938,-9.12322,40.0
2993,13532235,38.71525,-9.13211,44.0
2995,13537805,38.79854,-9.47287,110.0
2996,13307768,39.12089,-9.3666,485.0
2998,13321540,38.99826,-9.41175,240.0
2999,13323654,39.01231,-9.40364,110.0
3000,13324044,38.686553955078125,-9.311319351196287,175.0
3001,13325238,38.71173,-9.13196,75.0
3002,13325590,38.72992,-9.13764,75.0
3003,13545937,38.95797,-9.41371,65.0
3005,13560717,38.961983,-9.415688,27.0
3007,13562062,38.71058,-9.14854,94.0
3008,13562980,38.7155,-9.14393,120.0
3009,13568748,38.71408,-9.13729,250.0
3010,13573996,38.71352,-9.12605,49.0
3011,13575513,38.71243,-9.14685,161.0
3012,13325770,38.712753,-9.132857,85.0
3013,13326516,38.85061,-9.39702,67.0
3014,13326850,38.96135,-9.41639,61.0
3015,13331998,38.7172,-9.14803,220.0
3016,13336269,38.71404,-9.13573,107.0
3017,13342323,38.71258,-9.14307,235.0
3018,13347187,38.71316,-9.12981,90.0
3019,13350915,38.77671,-9.12131,40.0
3020,13575831,38.95422,-9.41291,162.0
3021,13576816,38.75407,-9.14736,57.0
3022,13580313,38.76858,-9.09637,245.0
3024,13590225,38.72958,-9.14152,121.0
3025,13591830,38.71283,-9.1271,641.0
3026,13597220,38.72084,-9.14355,141.0
3027,13597640,38.72355,-9.13191,123.0
3028,13603050,38.70932,-9.13025,199.0
3030,13352668,38.71533,-9.14571,56.0
3031,13354698,38.71249,-9.14505,225.0
3032,13359230,38.71162,-9.12943,83.0
3033,13366692,38.71559143066406,-9.150154113769531,135.0
