,id,latitude,longitude,price
339,1013904,38.71051,-9.14833,129.0
340,1015159,38.71386,-9.14464,99.0
341,1015672,38.7132,-9.13203,60.0
342,1016061,38.71267,-9.14541,93.0
343,1018094,38.72902,-9.14044,75.0
344,1113142,38.74842,-9.14985,162.0
345,1114716,38.71338,-9.12958,86.0
346,1116885,38.71124,-9.12926,60.0
347,1120763,38.70624,-9.16028,130.0
349,1125521,38.71628,-9.12193,50.0
350,1126009,38.71274,-9.13662,172.0
351,1127443,38.69777,-9.4264,45.0
352,1127505,38.71188735961914,-9.127358436584473,105.0
353,1018826,38.71811,-9.12741,95.0
354,1020660,38.96695,-9.41797,153.0
355,1026382,39.26393,-9.33106,27.0
356,1038192,38.71964,-9.13181,57.0
357,1048515,38.72183,-9.14373,65.0
358,1050645,38.71011,-9.12922,144.0
359,1051719,38.71458,-9.1473,450.0
360,1052466,38.70825,-9.164,107.0
361,1056297,38.71067,-9.14151,143.0
362,1056544,38.7173,-9.14741,471.0
363,1128670,38.9693,-9.40645,108.0
364,1129073,38.712136576027135,-9.136079459530952,46.0
365,1134130,38.75356190845916,-9.443364590406418,95.0
366,1141518,38.71419,-9.1291,73.0
367,1142938,38.71211175819244,-9.135969941036723,43.0
368,1143451,38.70683,-9.17326,135.0
369,1143780,38.7126,-9.1262,68.0
370,1062064,38.73527,-9.13029,71.0
371,1069495,38.71332,-9.14579,118.0
372,1071344,38.71377,-9.14109,114.0
373,1073166,38.71034,-9.14105,169.0
374,1075655,38.71927,-9.14281,85.0
375,1085634,38.7096,-9.14628,55.0
376,1088571,38.72777,-9.44642,276.0
377,1089100,38.84127,-9.45857,70.0
378,1143829,38.96582,-9.41741,75.0
380,1148064,38.7147,-9.12923,71.0
381,1150049,38.7118,-9.13795,208.0
382,1150070,38.71373,-9.14688,126.0
383,1155134,38.79638,-9.41398,1275.0
384,1161211,38.6969,-9.42419,45.0
385,1090171,38.71206,-9.13991,169.0
386,1091821,38.71175,-9.14445,104.0
387,1093747,38.70932,-9.13667,118.0
388,1095757,38.71097,-9.14998,47.0
389,1098546,38.71241,-9.12898,80.0
390,1100597,38.776218,-9.11723,40.0
391,1256242,38.68492,-9.31519,35.0
392,1260447,38.71131,-9.13054,95.0
393,1260940,38.72046,-9.14351,155.0
394,1266604,38.70884,-9.15164,108.0
395,1162896,38.71798,-9.13783,63.0
396,1166582,38.72701,-9.16339,95.0
397,1168796,38.70721,-9.14347,190.0
398,1168885,38.70929,-9.13868,67.0
399,1174379,38.70403,-9.40666,420.0
400,1175357,38.6981,-9.19538,63.0
401,1177672,38.7139,-9.13582,58.0
402,1179134,38.71391,-9.13586,61.0
403,1185656,38.71933,-9.16686,380.0
404,1269601,38.70892,-9.1516,91.0
405,1272479,38.72064,-9.1309,50.0
406,1272722,38.68925,-9.35625,144.0
407,1273329,38.71195,-9.15221,88.0
408,1275760,38.70854,-9.15391,70.0
409,1277296,38.71728,-9.13321,71.0
410,1277431,38.70707,-9.14228,104.0
411,1278764,38.71265,-9.13982,126.0
412,1280500,38.98467,-9.41354,495.0
413,1298401,38.71284,-9.12819,130.0
414,1188395,38.71561,-9.13886,75.0
415,1190287,38.70941,-9.13305,175.0
416,1196860,38.70021,-9.41814,148.0
417,1197060,38.70883,-9.14657,102.0
418,1197772,38.69662,-9.44576,267.0
419,1198340,38.73259,-9.43639,220.0
421,1309184,38.70978,-9.13443,121.0
422,1309533,39.12847,-9.07916,68.0
423,1310810,38.70229,-9.38861,75.0
424,1315334,38.72693,-9.14798,79.0
425,1320006,38.71183,-9.14723,200.0
427,1343550,38.77463,-9.09762,67.0
430,1199811,38.71054,-9.13008,70.0
431,1202634,38.71981,-9.14338,120.0
432,1214801,38.72268,-9.14295,109.0
433,1215943,38.71112823486328,-9.129698753356934,109.0
434,1216499,38.71979,-9.12623,85.0
435,1216731,38.72179,-9.14397,89.0
436,1218713,38.723,-9.13791,118.0
437,1350705,38.79721,-9.39086,118.0
438,1358001,38.71075,-9.1288,140.0
439,1367292,38.7216,-9.15733,105.0
441,1371959,38.71544,-9.14859,83.0
442,1374395,38.71201,-9.13687,79.0
443,1378010,38.70965,-9.13248,41.0
444,1378048,38.6979,-9.20356,153.0
445,1221116,38.70684,-9.39292,120.0
446,1221781,38.7152,-9.15119,165.0
448,1225349,38.71394,-9.12499,149.0
450,1233940,38.75129,-9.14867,95.0
451,1237809,38.71035,-9.134223,223.0
452,1238457,38.70709,-9.22889,34.0
453,1239454,38.71035,-9.134223,211.0
454,1241072,38.71035,-9.134223,113.0
455,1380975,38.72372,-9.14687,24.0
456,1382238,38.76696,-9.12165,126.0
457,1390653,38.71035,-9.134223,207.0
458,1398805,38.72621,-9.13421,226.0
459,1403520,38.71452,-9.14579,81.0
460,1406437,38.70075,-9.19116,54.0
461,1409855,38.71295,-9.14529,77.0
462,1411656,38.71254,-9.1314,89.0
463,1412335,38.7,-9.4256,95.0
464,1241506,38.70828,-9.15184,140.0
465,1242711,38.7358,-9.45264,260.0
466,1242823,39.14733,-9.36084,150.0
467,1246686,38.710972442467714,-9.143778462385706,80.0
468,1248575,38.70975,-9.14721,120.0
469,1251954,38.71274,-9.14114,109.0
470,1415628,38.71487,-9.14694,180.0
471,1415659,38.7126,-9.1262,93.0
472,1427168,38.70221,-9.21788,50.0
474,1450805,38.71357,-9.13526,63.0
475,1453045,38.79905,-9.38627,65.0
478,1254395,38.70867,-9.39894,70.0
480,1527617,39.24349936003179,-9.330857880446793,221.0
481,1532889,38.712227,-9.129172,48.0
482,1533412,38.71617,-9.14541,138.0
483,1533868,38.71181,-9.13071,74.0
484,1538897,38.71108,-9.13348,105.0
485,1541393,38.71108,-9.13348,276.0
486,1458827,38.80215,-9.47214,636.0
487,1458854,38.87659,-9.42275,143.0
488,1461720,38.87533,-9.42043,112.0
489,1466410,38.7117,-9.13502,62.0
490,1469053,38.79518,-9.38468,105.0
491,1469233,38.79568,-9.38348,150.0
492,1470914,38.71296,-9.13492,107.0
493,1476052,38.71398,-9.12759,158.0
494,1484616,38.75022,-9.15005,195.0
495,1549906,38.7155,-9.12446,100.0
496,1550262,38.69773,-9.4223,180.0
497,1559071,38.70983,-9.14788,100.0
498,1559376,38.70978,-9.14578,90.0
500,1568172,38.71,-9.13036,60.0
501,1487586,38.71979,-9.15471,110.0
502,1488382,38.72045,-9.13792,105.0
503,1492637,38.7016,-9.43252,90.0
504,1492815,38.97079,-9.41231,75.0
505,1503219,38.70985,-9.14982,53.0
506,1506789,38.69843,-9.19719,75.0
507,1508078,38.70446,-9.17554,94.0
508,1509249,38.71361,-9.13467,64.0
510,1572547,38.71353,-9.12816,62.0
511,1577851,38.76313,-9.3816,300.0
512,1580765,38.71951,-9.13103,131.0
513,1591330,38.96033,-9.41664,87.0
514,1591355,38.72319,-9.13214,65.0
515,1591899,38.71384,-9.1359,85.0
516,1603166,38.70833,-9.13643,149.0
517,1518124,38.75175,-9.14101,70.0
518,1522440,38.71267,-9.12554,81.0
519,1522441,38.71304,-9.12806,57.0
520,1524735,38.71387,-9.40955,200.0
522,1896109,38.69488,-9.36998,56.0
523,1899735,38.71243,-9.12819,60.0
524,1900295,38.7142,-9.13551,150.0
525,1608229,38.71476,-9.13257,179.0
526,1612380,38.75559,-9.46256,265.0
527,1617589,38.78897,-9.3781,45.0
528,1628001,38.84836,-9.4494,130.0
529,1628119,38.71196,-9.12724,81.0
530,1631639,38.93174,-9.41176,100.0
531,1631708,38.70894,-9.40524,50.0
532,1643758,38.7117,-9.14447,50.0
533,1646031,38.86412,-9.43845,540.0
534,1904815,38.68996,-9.33842,90.0
535,1905337,38.68936,-9.33923,68.0
536,1912564,38.96572,-9.40575,220.0
537,1915721,38.72313,-9.13086,99.0
538,1916892,38.71303,-9.12701,91.0
539,1924764,38.70145,-9.38363,70.0
541,1929751,39.29309,-9.27531,64.0
542,1933183,38.70995,-9.13378,227.0
543,1659471,38.70844,-9.15615,83.0
544,1663817,38.71251,-9.12641,168.0
546,1675398,38.7161,-9.13017,135.0
547,1676645,38.71303,-9.14537,125.0
548,1679907,38.71162,-9.12646,95.0
549,1680924,38.71091,-9.15106,59.0
550,1680951,38.71261,-9.15275,49.0
551,1937934,38.70844,-9.13289,246.0
552,1938910,38.71034,-9.13182,142.0
553,1939717,38.71431,-9.1289,284.0
554,1946199,38.7084,-9.15063,49.0
555,1947812,38.75115,-9.14667,85.0
556,1955508,38.71665,-9.13403,72.0
557,1956269,38.7379,-9.13446,38.0
558,1958234,38.71131,-9.12837,113.0
559,1958911,38.7109,-9.13626,120.0
561,1683495,38.71618,-9.1327,94.0
562,1692783,38.78335,-9.32368,33.0
563,1692949,38.71452,-9.13305,88.0
564,1695056,38.79775,-9.39382,125.0
565,1701395,38.81308,-9.47149,368.0
567,1960274,38.708889,-9.14626,85.0
568,1960436,38.708904,-9.146249,93.0
569,1961961,38.73407,-9.13255,24.0
570,1963652,38.72612,-9.13085,85.0
571,1965533,38.713436,-9.125277,274.0
572,1968490,38.70973,-9.14649,229.0
575,1703240,38.70793,-9.46103,200.0
576,1710864,38.70724,-9.14583,238.0
577,1720796,38.716446,-9.132438,138.0
578,1721829,38.71256,-9.14364,153.0
579,1723975,38.98224,-9.41314,60.0
580,1726473,38.7358,-9.12325,76.0
581,1726996,38.71672,-9.13791,73.0
582,1727325,38.709583,-9.158687,109.0
584,1989174,38.9689,-9.41963,80.0
585,1998055,38.83359,-9.46752,200.0
586,2000279,38.71149,-9.15127,38.0
587,2007481,38.71066,-9.12877,75.0
588,2017803,39.29277,-9.21435,175.0
589,2019344,38.79647,-9.39203,48.0
590,2020019,38.715336,-9.133597,79.0
591,2020409,38.838238,-9.455098,565.0
593,1733994,38.71266,-9.13536,78.0
595,1754700,38.79948,-9.38478,124.0
596,1763340,38.71317,-9.13497,95.0
597,1764860,38.71671,-9.16624,72.0
598,1773997,38.71128,-9.12926,80.0
599,2022380,38.70904,-9.13515,135.0
601,2032759,38.71354,-9.12576,81.0
602,2036114,38.96751,-9.41831,108.0
603,2036679,38.7109,-9.14876,68.0
604,2041499,38.71448,-9.13079,119.0
605,2047986,38.723255,-9.414909,90.0
606,2052680,38.72038,-9.14049,99.0
607,1780150,38.70469,-9.38691,150.0
608,1781075,38.71934,-9.1279,100.0
609,1796065,38.71024,-9.14533,380.0
610,1801264,38.69075,-9.33831,90.0
611,1820114,38.7093391418457,-9.146126747131348,109.0
612,1833962,38.70723,-9.18145,41.0
613,1855526,38.71024,-9.14533,371.0
614,1865558,38.71293,-9.14171,70.0
615,2054391,38.71554183959961,-9.138849258422852,139.0
616,2054583,38.71548461914063,-9.13882064819336,90.0
617,2055113,38.69615,-9.42237,73.0
618,2066189,38.70907,-9.15658,96.0
620,2076439,38.9672,-9.41897,138.0
622,2091088,38.89698,-9.43211,115.0
623,1868751,38.70906,-9.12957,89.0
624,1869774,38.71328,-9.15581,92.0
625,1892459,38.71517,-9.16359,54.0
626,2187115,38.67912,-9.3294,54.0
627,2196683,38.71202,-9.12987,84.0
628,2198042,38.70918,-9.13252,135.0
629,2203375,38.71144,-9.12818,95.0
630,2091279,38.72063,-9.1442,48.0
631,2099603,38.71161,-9.13974,335.0
632,2108583,38.95196,-9.41068,74.0
633,2111639,38.71161,-9.13974,419.0
634,2113414,38.71399,-9.13485,45.0
636,2122976,38.71024,-9.14533,460.0
638,2203498,38.71956,-9.1319,108.0
639,2212624,38.70516,-9.4249,134.0
640,2214778,38.70882,-9.15407,241.0
641,2220601,38.82144,-9.40987,67.0
642,2226934,38.7507,-9.13511,82.0
643,2239346,38.71135,-9.13616,100.0
645,2251675,38.7117,-9.12667,57.0
647,2140785,38.71272,-9.12847,72.0
649,2167380,38.71549606323242,-9.138772010803224,139.0
650,2168179,38.71539306640625,-9.138644218444824,84.0
652,2172693,38.71161,-9.13974,333.0
653,2172762,38.71161,-9.13974,430.0
654,2185437,38.79348,-9.46332,62.0
655,2549338,38.69764,-9.32966,90.0
656,2283411,38.6904,-9.35356,219.0
657,2307288,38.71295,-9.13014,75.0
658,2307863,38.7201,-9.14417,165.0
661,2335209,38.79587,-9.39593,340.0
662,2336040,38.71254,-9.12479,257.0
663,2336193,38.71647,-9.13861,71.0
664,2560291,38.96349,-9.41818,165.0
665,2560563,39.2619,-9.32935,95.0
666,2565601,38.71115,-9.13609,96.0
667,2570787,38.72054,-9.13778,98.0
668,2582274,38.71675,-9.13763,158.0
669,2590441,38.69915,-9.20497,116.0
670,2590924,38.72071,-9.15418,99.0
671,2593852,38.73466,-9.13557,170.0
672,2606042,38.71927,-9.14281,91.0
673,2338823,38.74843,-9.10825,73.0
674,2347322,38.71857,-9.13365,93.0
676,2364547,38.71267,-9.12554,61.0
677,2364789,38.84118,-9.45735,70.0
678,2607296,38.69726,-9.42244,128.0
679,2612002,38.79619,-9.39231,54.0
681,2612392,38.79622,-9.39226,53.0
683,2625108,38.71169,-9.12702,70.0
684,2639240,39.26868,-9.31164,50.0
685,2640986,38.71264,-9.12567,85.0
686,2365159,38.71386,-9.12867,72.0
687,2368850,38.71034,-9.15081,130.0
689,2385763,38.97225,-9.41608,89.0
690,2386685,38.71932,-9.15511,106.0
691,2389066,38.7999,-9.44922,395.0
692,2393974,38.71361,-9.13858,139.0
693,2394760,38.7125,-9.14127,131.0
695,2647029,38.8009,-9.42083,126.0
697,2650419,38.71075,-9.1367,148.0
698,2655671,38.71265,-9.1521,75.0
699,2656016,38.71048,-9.13844,81.0
700,2656084,38.71895,-9.14952,72.0
701,2663575,38.81429,-9.47693,125.0
702,2670755,38.8119,-9.47231,500.0
703,2674964,38.71328,-9.14227,87.0
704,2675912,38.71381,-9.13553,75.0
706,2415570,38.71138,-9.13723,150.0
707,2419436,38.68602,-9.3499,100.0
709,2428199,38.71372,-9.145,59.0
711,2437087,38.96853,-9.41771,80.0
712,2446667,38.70953,-9.13774,103.0
713,2676365,38.70961,-9.15047,57.0
714,2676889,38.71549,-9.12278,54.0
715,2678093,38.75758,-9.10064,135.0
716,2684366,38.71437,-9.14821,61.0
717,2684458,38.71467,-9.14716,82.0
718,2685942,38.72511,-9.147,387.0
719,2691697,38.71653,-9.13287,41.0
720,2693907,38.71108,-9.13337,176.0
721,2700537,38.71626,-9.14778,86.0
722,2450706,38.70805,-9.1456,88.0
723,2454111,38.71317,-9.13477,244.0
724,2455699,39.1961,-9.0647,93.0
725,2458174,38.71506,-9.13597,85.0
726,2458703,38.69609,-9.41971,212.0
727,2461109,38.71137,-9.13315,275.0
728,2700676,38.71435,-9.14887,82.0
730,2704476,38.71271,-9.14379,132.0
731,2704492,38.69042,-9.3555,93.0
732,2707858,38.71917,-9.1372,144.0
733,2712111,38.71917,-9.1372,110.0
734,2712972,38.70137,-9.23476,69.0
735,2715022,38.73508,-9.14201,78.0
736,2716828,38.7194,-9.13347,85.0
737,2463024,38.79355188454106,-9.45559491177825,153.0
739,2471985,38.71063,-9.13418,93.0
740,2476394,38.79652,-9.39206,64.0
741,2487363,38.70104,-9.20213,50.0
742,2491080,38.70495,-9.18888,52.0
743,2722695,38.96109,-9.41049,50.0
744,2735383,38.70005,-9.38067,75.0
745,2740951,38.80618,-9.47194,93.0
746,2752463,38.71667,-9.14353,122.0
747,2756034,39.07109,-9.1801,150.0
748,2758704,38.71587,-9.14601,90.0
749,2759584,38.71292,-9.14217,108.0
750,2761051,38.97423,-9.39927,310.0
751,2502266,38.7205,-9.13078,49.0
752,2502831,38.72389,-9.13321,162.0
753,2509341,38.71195,-9.13661,98.0
754,2514197,38.71362,-9.12755,86.0
